,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1569,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.3,639.45
4015,0,1,1,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,54.45,1893.5
6651,0,1,1,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,67.45,1801.1
5064,0,0,2,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,77.15
982,0,1,0,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,47.85,1886.4
4463,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,69.85
4176,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,342.3
5831,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),90.8,809.75
4906,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),95.9,6954.15
5441,1,1,1,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),65.3,4759.75
4576,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4
4234,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65
2878,1,1,0,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65
3688,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),98.05,3990.6
5083,1,1,0,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,71.35,2847.2
6359,1,1,0,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,79.4,4238.45
1091,0,1,0,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),75.35,2243.9
1427,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,73.85,3122.4
1288,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,1240.15
1500,0,0,2,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.2,1478.85
6793,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),108.4,7767.25
29,0,1,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,64.7,1093.1
5635,1,1,0,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,54.7,1178.75
6351,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.7,5071.05
5416,1,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,95.0,5535.8
2070,0,1,1,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),59.75,2934.3
6898,1,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,100.05,2090.25
2705,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.65,1887
4177,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,985.05
4347,0,1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,100.2,5038.45
1697,1,1,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),75.55,4707.85
6298,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.0,3769.7
6722,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),107.05,7142.5
5256,1,1,1,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),96.25,4990.25
1069,0,1,0,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,54.0,1055.9
1816,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2
3571,0,1,0,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,62.1,2096.1
2881,1,1,0,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,64.0,1910.75
877,0,0,2,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),60.15,3077
3323,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,535.35
1795,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.65,1761.05
994,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.0,268.45
4606,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,300.7
594,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.6,45.6
5682,1,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,35.0,35
2590,1,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),88.4,2191.15
158,1,1,0,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Mailed check,64.25,1024
2859,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.55,6306.5
5253,0,1,0,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,73.0,2471.25
4674,1,1,0,DSL,No,No,Yes,No,No,No,One year,0,Mailed check,50.35,1285.8
2907,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.0,1820.45
4307,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.55,3580.3
1988,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,108.85,6287.25
487,0,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),88.6,6201.95
1727,0,1,1,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,71.05,2168.15
3830,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,420.2
72,1,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.6,7099
6611,1,1,1,DSL,Yes,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),69.05,1958.45
2342,0,1,1,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.4,3211.9
3760,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),73.6,232.5
5771,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,266.6
5484,1,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.35,6856.45
6193,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.15,1299.1
732,1,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.5,1901.05
3585,1,1,0,Fiber optic,Yes,No,No,Yes,Yes,No,One year,0,Mailed check,90.15,3128.8
781,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.8,220.45
3857,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.65,93.55
1536,1,1,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.75,5388.15
5895,1,1,0,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,59.85,2341.5
6029,0,1,0,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,94.9,360.55
696,1,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.15,6316.2
6716,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.1,228
6453,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,4871.05
5351,0,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Mailed check,95.5,1115.15
4470,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,322.5
880,0,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.1,1043.3
2014,1,1,0,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.8,750.1
6159,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,38.25
4420,0,1,0,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Credit card (automatic),69.35,1927.3
4132,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.9,300.8
3477,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.15,1345.75
1602,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.25,2755.35
6021,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,254.5
6152,0,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),93.2,1573.7
6770,1,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,78.9,299.75
7034,0,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),102.95,6886.25
2831,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.1,1060.2
3855,1,1,0,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),65.0,3363.8
814,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.05,94.15
2184,0,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,88.55,179.25
3916,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.95,143.9
2583,0,1,0,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),69.85,4003
685,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.9,49.9
4998,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.75,7053.35
4221,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.3,19.3
2568,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,278.85
5859,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.3,6388.65
5746,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),81.0,818.05
4314,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.25,2440.15
5946,0,1,0,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),73.9,3160.55
1874,1,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,3574.5
1575,0,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,99.5,6710.5
6891,1,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,29.05,129.6
4196,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.05,1764.75
317,1,1,0,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),80.3,3058.65
3030,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.55,79.55
6507,1,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),93.4,5435.6
5742,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,114.5,8331.95
5317,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),49.65,267.35
7039,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),103.2,7362.9
4877,0,1,0,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Credit card (automatic),74.65,2308.6
5603,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.6,48.6
734,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),90.15,2423.4
2564,0,1,1,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),82.0,1425.45
2480,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.85,5574.75
2653,1,1,0,DSL,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),75.35,5437.75
3423,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.6,50.6
5600,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.95,529.5
3917,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.1,69.1
6513,1,1,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),59.65,867.1
15,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),113.25,7895.15
6570,0,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,29.15,110.05
5621,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.75,229.5
252,1,0,2,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,40.2,40.2
2043,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,1043.3
4805,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1331.05
3292,0,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,229.4
6704,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.15,6256.2
2095,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,79.95
2462,0,1,0,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),70.45,70.45
5893,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.0,269.65
214,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.8,1975.85
2401,0,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,54.55,601.25
6415,1,0,2,DSL,Yes,Yes,No,No,Yes,No,One year,1,Electronic check,45.35,2540.1
4365,1,1,1,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),79.8,5034.05
4872,1,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.9,6065.3
6818,0,1,0,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,71.1,213.35
7016,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,49.95,49.95
12,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),100.35,5681.1
5531,1,0,2,DSL,Yes,Yes,No,No,Yes,No,One year,0,Mailed check,44.8,2983.65
2065,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,85.35,2896.6
1723,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,100.35
2187,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,116.25,8564.75
3711,1,1,1,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),75.75,4264.25
2080,1,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,5981.65
1037,0,0,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,49.15,649.4
3732,1,1,1,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),77.15,1759.4
233,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,1566.9
544,0,0,2,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),45.55,597
467,1,1,1,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Electronic check,89.7,6588.95
3678,1,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,84.9,1398.25
996,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.0,2416.1
2635,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1559.3
1793,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,1769.6
3395,0,1,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),90.7,5586.45
3892,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35
5460,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,679
6617,0,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),83.45,3887.85
720,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.2,34.75
3356,1,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.85,239.55
4409,1,0,2,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),46.35,3353.4
5937,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.0,613.4
6613,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,63.15
4881,1,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),76.55,2065.4
5596,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.5,1698.55
985,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.6,2656.5
2547,0,0,2,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,39.1,1982.1
4190,1,1,1,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),96.2,1222.05
990,1,1,0,Fiber optic,Yes,No,Yes,No,No,No,Two year,0,Bank transfer (automatic),80.3,4513.65
1285,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,676.7
1833,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,47.95,47.95
6369,0,1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,105.05,7171.7
6096,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,70.2
6311,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,5409.75
1286,0,1,0,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),74.1,74.1
4507,0,1,0,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),66.05,574.5
4295,1,1,0,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),60.95,4119.4
4127,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1424.2
2257,0,1,1,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.55,4847.05
3166,1,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),48.8,664.4
51,0,1,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.1,1426.4
3274,0,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.1,3634.8
1518,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.55,96.1
1144,0,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.55,35.55
294,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,220.35
3587,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.45,919.4
3325,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.65,338.9
