,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2176,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.4,1284.2
4987,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1730.65
409,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.6,19.6
1456,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.0,1534.75
6216,1,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),71.6,4230.25
191,1,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,91.0,531
5175,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,393.15
4631,0,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.5,452.7
361,0,1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),98.8,3959.15
200,1,1,0,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Credit card (automatic),101.9,2681.15
336,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,104.6,4759.85
6943,1,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),30.5,30.5
5504,1,1,1,Fiber optic,No,Yes,No,No,No,Yes,One year,0,Mailed check,88.4,3912.9
5440,1,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),49.6,962.9
4232,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.95,69.95
6931,0,1,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),99.15,5720.95
2618,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.9,505.45
3440,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.55,6239.05
3206,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,109.2
5369,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,673.2
6273,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,142.35
4551,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),96.95,5432.2
426,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.1,5376.4
2927,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9
6324,1,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,75.85,647.5
4406,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),78.9,2976.95
6568,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,130.25
4484,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,70.35
6826,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.7,83.75
3992,0,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Mailed check,84.7,5991.05
6677,0,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,29.15,357.15
5301,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.2,2698.35
3293,0,1,1,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,64.0,370.25
4622,0,1,0,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),83.8,4331.4
6620,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.8,80.8
5597,0,1,1,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),90.5,1910.6
1291,1,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.0,632.95
4759,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.95,78.95
1579,1,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.45,950.2
768,0,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,74.25,3089.1
1378,1,1,1,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),66.8,3970.4
962,1,1,0,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),60.9,551.95
3822,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,94.05,518.75
71,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.4,1090.65
2443,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.55,7887.25
4091,0,1,1,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35
6655,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.2,1618.2
1338,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,20.15
169,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.4,321.4
4541,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.55,50.55
1851,1,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.1,68.75
4418,1,1,0,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3563.8
954,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,2162.6
3208,1,1,1,DSL,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),70.55,3420.5
5475,0,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.0,3092.65
5048,1,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.1,5437.1
1347,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,373.5
1900,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,76.65
4607,0,1,0,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,59.55,59.55
4369,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,66.95
97,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85
3898,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),25.05,1171.5
2052,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.85,4946.05
454,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.4,1417.9
1187,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),104.05,7413.55
5468,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.7,586.05
5119,0,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,75.65,399.45
4846,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.15,488.65
4937,0,1,0,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Mailed check,76.35,2606.35
3694,1,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.75,7156.2
2778,0,1,0,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,74.65,966.25
6223,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,506.9
1582,1,1,1,DSL,Yes,No,No,No,Yes,No,One year,0,Bank transfer (automatic),65.2,3512.15
6511,1,1,0,DSL,Yes,No,No,No,No,No,Two year,1,Bank transfer (automatic),50.65,3221.25
4923,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.75,2535.55
6058,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9
5425,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,100.45,3096.9
1588,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,106.8,5347.95
1097,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,90.4,2178.6
3043,0,0,2,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,30.4,78.65
4225,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,158.35
2481,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.0,1501.75
316,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1355.1
1698,1,1,1,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Electronic check,84.8,6152.4
132,0,1,0,DSL,No,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),50.55,3260.1
1775,0,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.05,7108.2
2671,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.4,6713.2
1499,1,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.25,6081.4
4026,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.3,8058.55
3986,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,96.6,6424.25
6549,0,1,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,56.25,56.25
1672,1,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),72.1,5016.65
299,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,73.6,73.6
2190,1,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.2,5956.85
5692,1,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,54.8,452.8
3681,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.0,4680.05
3233,1,0,2,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.9,118.25
3272,0,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,81.7,81.7
617,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),102.85,6976.75
4306,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),110.1,4469.1
3882,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.8,176.2
5522,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15
1062,1,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.2,1815.3
3956,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,545.2
2058,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.65,6224.8
5584,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.5,896.9
5194,0,1,0,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,2001.5
3547,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),90.05,6333.4
6366,1,1,0,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,68.3,4378.8
3398,1,1,1,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),100.7,6018.65
5708,1,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.1,864.85
6032,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,7299.65
2236,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,71.45,371.6
3379,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4
1147,0,1,1,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,170.5
704,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.25,208.45
1132,1,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.05,1133.65
4007,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,1443.65
6518,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3
6643,1,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.6,239.05
3300,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,579.4
5324,0,1,1,DSL,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.6,1242.25
6235,1,0,2,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,40.05,880.2
6296,1,0,2,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),50.4,1580.1
4464,0,1,0,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),81.7,858.6
2727,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.85,462.8
3764,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,25.2,245.15
1651,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.1,79.1
943,1,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),65.5,4919.7
3505,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.95,190.25
3948,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Bank transfer (automatic),88.9,4968
2456,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1160.45
1081,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.85,4564.9
1139,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,228.65
46,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.25,97
4842,0,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.55,494.05
2906,1,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,48.8,297.35
798,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,20
4426,0,1,1,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),79.5,1264.2
6413,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),91.05,2954.5
2996,0,1,1,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,60.6,1156.35
4353,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.9,74.9
2572,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.0,1753
5229,1,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.55,4533.9
939,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45
351,0,1,0,DSL,No,No,No,No,No,No,One year,0,Mailed check,44.6,681.4
957,0,1,0,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,56.75,245.15
4264,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.45,4863.85
5644,1,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.2,76.2
1018,0,0,2,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.05,162.45
3140,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.45,1117.55
4700,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,105.6
6503,1,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,60.35,4138.7
745,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.8,7882.25
687,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.25,91.1
678,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,107.95,313.6
5337,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.0,1003.05
4390,1,1,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8
1724,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.9,273.2
6908,0,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,55.35,449.75
341,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),85.75,6223.8
5272,0,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.1,521.3
4847,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,2841.55
6497,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.05,5364.8
6294,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7
3400,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),84.3,1537.9
3769,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.2,1077.5
1454,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.65,654.85
5463,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.35,44.35
6907,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.25,2868.05
5359,0,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.65,291.4
458,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,38
926,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.4,205.05
6450,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,550.1
4432,0,0,2,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,40.55,1390.85
3396,1,1,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),99.25,5846.65
3844,0,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),85.95,3110.1
3179,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,561.15
1199,1,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,78.9,1348.95
1077,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),114.5,4527.45
2128,1,1,1,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),74.55,3023.55
4220,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,1026.35
4261,0,1,0,DSL,No,Yes,No,Yes,No,No,One year,1,Mailed check,54.65,3134.7
47,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.65,144.15
5349,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.35,7665.8
3850,1,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.25,4089.45
1558,0,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),95.6,1555.65
5243,0,1,0,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),87.7,1725.95
5976,0,0,2,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,34.3,1004.75
6409,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.2,776.25
3073,0,0,2,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),58.75,3038.55
3178,1,1,0,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.1,4348.65
